Facility Code,Facility Name,Type,Owner,Province,County,District,Division,Location,Sub Location,Constituency,Nearest Town,KEPH Level,Plot Number,Open 24 Hours,Open Weekends,Beds,Cots,Operational Status
12612,Muumandu Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Machakos,Kalama,Lumbwa,Muumandu,MACHAKOS TOWN,Muumandu,Level 2,,0,0,2,0,Operational
12613,Muusini Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Mwala,Masii,Vyulya,Muusini,MWALA,Masii ,Level 2,,0,0,0,0,Operational
18413,Muusini Dispensary(Makueni),Dispensary,Ministry of Health,Eastern,Makueni,Kilungu,Kathonzweni,Muusini,Muusini,MAKUENI,Muusini,Level 2,313,3,3,0,0,Pending Opening
12614,Muutine Med Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Igembe South,Igembe N,Njia,Njia Cia Mwendwa,IGEMBE,Muutine Mkt,Level 2,,0,0,0,0,Operational
12615,Muutiokiama Health Centre,Health Centre,Ministry of Health,Eastern,Meru,Imenti South,Abogeta,Nkachie,Kithakanaro,SOUTH IMENTI,Kanyakine Mkt,Level 3,,0,0,0,0,Operational
17779,Muvuko Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mutomo ,Mutomo,Kibwea,Kawelu,KITUI SOUTH,Mutomo,Level 2,,0,0,0,0,Operational
12616,Muvuti Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Machakos,Central,Muvuti,Muvuti,MACHAKOS TOWN,Machakos,Level 2,,0,0,0,0,Operational
10803,Muwa M Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyandarua,Nyandarua West,Ol Jor Orok,Gathanji,Silibwet,OL KALOU,Boiman,Level 2,,0,0,0,0,Operational
15264,Muyengwet Dispensary,Dispensary,Ministry of Health,Rift Valley,Uasin Gishu,Eldoret East,Moiben,Koitoror,Kapsoen,ELDORET EAST,Eldoret,Level 2,,0,0,,,Operational
11678,Muyeye Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Coast,Kilifi,Malindi,Malindi,Malindi,Shella,MALINDI,Shella,Level 2,70,0,0,0,0,Operational
12617,Muyuni Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mwingi East,Mui,Kalitini,Ngungi,MWINGI SOUTH,Muyuni,Level 2,,0,0,0,0,Operational
13412,Muzadilifa Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Wajir,Wajir East,Central,Township,Township,WAJIR EAST,Wajir,Level 2,,0,0,0,0,Operational
13835,MV Patel Clinic,Medical Clinic,Private Enterprise (Institution),Nyanza,Kisumu,Kisumu East,Winam,Township,Southern,KISUMU TOWN EAST,Kisumu,Level 2,,0,0,0,0,Operational
11679,Mvita Dispensary,Dispensary,Local Authority,Coast,Mombasa,Mvita,Island,Majengo,Majengo,MVITA,Near DO's office Mvita,Level 2,,0,0,0,0,Operational
11680,Mvono Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Taita Taveta,Wundanyi,Wundanyi,Wundanyi,Wundanyi,WUNDANYI,Wundanyi,Level 2,12192/51 Wundanyi,0,0,0,0,Operational
16956,Mwaani Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Kilungu,Kaiti,Kithembe,Kithembe,KAITI,Mwaani Market,Level 2,,2,2,0,0,Operational
11681,Mwabila Dispensary,Dispensary,Ministry of Health,Coast,Kwale,Kinango,Kasemeni,Mwavumbo,Mwabila,KINANGO,Mariakani,Level 2,,0,0,0,0,Operational
16548,Mwachande Medical Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Kwale,Msambweni,Msambweni,Mivumoni,Mafisini,MSAMBWENI,Msambweni,Level 2,,0,0,0,0,Operational
11682,Mwachinga Medical Clinic,Dispensary,Community,Coast,Kwale,Kinango,Kinango,Kinango,Dumbule,KINANGO,Kinango,Level 2,,0,0,0,0,Operational
18279,Mwafrika institute of development,Training Institution in Health (Stand-alone),Non-Governmental Organizations,Rift Valley,Baringo,Baringo Central,Kabarnet,Kabarnet Mosop,Seguton,BARINGO CENTRAL,Kabarnet Town,Level 2,,0,0,0,0,Operational
11683,Mwakirunge Dispensary,Dispensary,Local Authority,Coast,Mombasa,Kisauni,Kisauni,Bamburi,Mwakirunge,KISAUNI,Mwakirunge Dumping Site,Level 2,,0,0,0,0,Operational
12618,Mwala District Hospital,District Hospital,Ministry of Health,Eastern,Machakos,Mwala,Mwala,Mwala,Mwala,MWALA,Mwala,Level 4,,1,1,18,2,Operational
18262,Mwala Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Eastern,Machakos,Mwala,,Mwala,Mwala,MWALA,Mwala,Level 2,,0,1,2,2,Not-Operational
11684,Mwaluphamba Dispensary,Dispensary,Ministry of Health,Coast,Kwale,Matuga,Kubo,Mwaluphamba,Mlafyeni,MATUGA,Kwale,Level 2,,0,0,0,0,Operational
11685,Mwaluvanga Dispensary,Dispensary,Ministry of Health,Coast,Kwale,Matuga,Kubo,Lukore,Mwaluvanaga,MATUGA,Shimba Hills,Level 2,,0,0,0,0,Operational
11686,Mwambirwa Dispensary,Dispensary,Ministry of Health,Coast,Taita Taveta,Mwatate,Mwambirwa,Mwambirwa,Mwambirwa,MWATATE,Voi,Level 2,,0,0,,,Operational
12619,Mwambiu Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mwingi East,Nuu,Nuu,Mwambiu,MWINGI SOUTH,Mwambiu,Level 2,,0,0,0,0,Operational
16549,Mwananyamala (CDF) Dispensary ,Dispensary,Ministry of Health,Coast,Kwale,Msambweni,Lunga Lunga,Dzombo,Maramba,MSAMBWENI,Lunga Lunga,Level 2,,0,0,0,0,Operational
11687,Mwanda Dispensary ,Dispensary,Ministry of Health,Coast,Kwale,Kinango,Kasemeni,Mwavumbo,Kalalani,KINANGO,Mariakani,Level 2,,0,0,0,0,Operational
11688,Mwanda Health  Centre(Taita Taveta),Health Centre,Ministry of Health,Coast,Taita Taveta,Wundanyi,Wundanyi,Mwanda,Kishamba,WUNDANYI,Mlamba,Level 3,,0,0,0,0,Operational
16395,Mwangate Dispensary (CDF),Dispensary,Community Development Fund,Rift Valley,Nakuru,Kuresoi,Keringet,Kipsonoi,Kipsonoi,KURESOI,Keringet,Level 2,481,0,0,0,0,Operational
11689,Mwangatini Dispensary,Dispensary,Ministry of Health,Coast,Kilifi,Magarini,Magarini,Magarini,Pumwani,MAGARINI,Markebuni,Level 2,,0,1,0,0,Operational
16356,Mwangaza Medical Clinic,Medical Clinic,Private Enterprise (Institution),Rift Valley,Uasin Gishu,Eldoret West,Turbo,Kibulgeng,Kibulgeng,ELDORET NORTH,Eldoret,Level 2,,0,0,0,0,Operational
18350,Mwangaza Medical Clinic (Bakarani),Medical Clinic,Private Practice - Nurse / Midwife,Coast,Mombasa,Kisauni,Kisauni,Kisauni,Bakarani,KISAUNI,Bakarani,Level 2,204/1/MN,1,1,2,0,Operational
11690,Mwangaza Medical Clinic (Mombasa),Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Mvita,Island,Tononoka,Tononoka,MVITA,Mombasa,Level 2,,0,0,0,0,Operational
10804,Mwangaza Medical Clinic (Thika),Medical Clinic,Private Enterprise (Institution),Central,Kiambu,Thika West,Thika Municipality,Thika,Komu,JUJA,,Level 2,,0,0,0,0,Operational
17387,Mwangaza Ulio Na Tumaini Clinic,Dispensary,Christian Health Association of Kenya,Nairobi,Nairobi,Langata,Lang'ata,Kibera,Makina,LANG'ATA,Kisumu Ndogo,Level 2,,0,1,0,0,Operational
11691,Mwangulu Dispensary,Dispensary,Community,Coast,Kwale,Msambweni,Lunga Lunga,Mwereni,Mwena,MSAMBWENI,Lunga Lunga,Level 2,,0,0,0,0,Operational
17941,Mwanianga Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mutomo ,Kanziku,Kanziku,Mwanianga,KITUI SOUTH,Kanziku Market,Level 2,,0,0,0,0,Operational
12622,Mwanyani Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Nzaui,Mbitini,Mbitini,Mwanyani,MAKUENI,emali town,Level 2,N/A,0,0,0,0,Operational
11692,Mwanzo Medical Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Kilifi,Bahari,Kikambala,Mtwapa,Shimo La Tewa,BAHARI,Mtwapa,Level 2,,0,0,0,0,Operational
11693,Mwapala Dispensary,Dispensary,Ministry of Health,Coast,Kwale,Matuga,Kubo,Majimboni,Majimboni,MATUGA,Shimba Hills,Level 2,,0,0,0,0,Operational
16554,Mwashuma Dispensary (CDF),Dispensary,Community Development Fund,Coast,Taita Taveta,Mwatate,Mwatate,Mwashuma,Godoma,MWATATE,Mwambingu village,Level 2,,0,0,1,0,Operational
16056,Mwasi Med Clinc,Medical Clinic,Private Enterprise (Institution),Western,Kakamega,Kakamega Central (Lurambi),Navakholo,Bunyala Central,Nambacha ,LURAMBI,Nambacha Mkt,Level 2,,0,0,4,0,Operational
13106,Mwatate Clinic,Medical Clinic,Private Enterprise (Institution),Nairobi,Nairobi,Embakasi,Embakasi,Mukuru,Kwa Njenga,EMBAKASI,Nairobi,Level 2,,0,0,0,0,Operational
11694,Mwatate Sisal Estate Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Taita Taveta,Mwatate,Mwatate,Mwatate,Mwatate,MWATATE,Mwatate,Level 2,,0,0,0,0,Operational
11695,Mwatate Sub-District Hospital,Sub-District Hospital,Ministry of Health,Coast,Taita Taveta,Mwatate,Mwatate,Mwatate,Mwatate,MWATATE,Mwachabo,Level 4,,1,1,17,2,Operational
16523,Mwavizi Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Coast,Kilifi,Malindi,Malindi,Malindi,Sabaki,MALINDI,Malindi,Level 2,,0,0,0,0,Operational
11696,Mwawesa Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Coast,Kilifi,Malindi,Malindi,Malindi,Barani,MALINDI,Kisumu ndogo,Level 2,305 kisumu ndogo,0,1,0,0,Operational
17427,Mwea Dental Clinic,Medical Clinic,Private Practice - Medical Specialist,Central,Kirinyaga,Kirinyaga South,Mwea East,Tebere,Kiarukungu,MWEA,Wanguru,Level 2,475,0,1,0,0,Operational
17132,Mwea Diabetes / Hypertension Community Clinic,Medical Clinic,Non-Governmental Organizations,Central,Kirinyaga,Kirinyaga South,Mwea,Tebere,Kiarukungu,MWEA,Ngurubani town,Level 2,60,0,0,0,0,Operational
10806,Mwea Medical Centre,Nursing Home,Private Practice - General Practitioner,Central,Kirinyaga,Kirinyaga South,Mwea,Tebere,Kiarukungu,MWEA,Ngurubani,Level 3,"B1349,B1350,B627",1,1,60,0,Operational
16508,Mwea Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Kirinyaga,Kirinyaga South,Mwea,Tebere,Kiarukungu,MWEA,Ngurubani,Level 2,120,0,0,0,0,Operational
10805,Mwea Medical Clinic Kagio,Medical Clinic,Private Practice - Clinical Officer,Central,Kirinyaga,Kirinyaga Central,Ndia,Mwirua,Kithumbu,NDIA,Kagio,Level 2,212B,0,0,0,0,Operational
10807,Mwea Medical Laboratory,Laboratory (Stand-alone),Private Enterprise (Institution),Central,Kirinyaga,Kirinyaga South,Mwea East,Tebere,Kiarukungu,MWEA,Ngurubani,Level 2,120 Wanguru,0,0,0,0,Operational
10808,Mwea Mission (Our Lady Of Lourdes) Hospital,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Central,Kirinyaga,Kirinyaga South,Mwea,Tebere,Kiarukungu,MWEA,Ngurubani,Level 4,,1,1,110,10,Operational
10809,Mweiga Health Centre ,Health Centre,Community,Central,Nyeri,Kieni West,Kieni West,Mweiga,Mweiga,KIENI,Mweiga,Level 3,,0,0,0,0,Operational
10810,Mweiga Medical Care,Medical Clinic,Private Practice - Clinical Officer,Central,Nyeri,Kieni East,Kieni West,Mweiga,Mweiga,KIENI,Mweiga,Level 2,,0,0,0,0,Operational
10811,Mweiga Rural Health Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Kieni West,Kieni West,Mweiga,Amboni,KIENI,Mweiga ,Level 2,,0,0,0,0,Operational
12623,Mweini Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Nzaui,Nguu,Mweini,Mweini,MAKUENI, Emali,Level 2,0,0,0,0,0,Operational
17699,Mwema Medical Clinic,Medical Clinic,Private Practice - Unspecified,Coast,Mombasa,Likoni,Longo,Mtongwe,Vyemani,LIKONI,Mombasa,Level 2,,1,1,0,0,Operational
11697,Mwembe Tayari Staff Clinic,Dispensary,Local Authority,Coast,Mombasa,Mvita,Island,Mwembe Tayari,Mwembe Tayari,MVITA,Mombasa,Level 2,,0,0,0,0,Operational
12624,Mwendwa Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Tigania West,Tigania West,Kianjai,Kianjai,TIGANIA WEST,Kianjai,Level 2,,0,0,0,0,Operational
10812,Mwendwa Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Mukurweini,Mukurweini,Githi,Kirerema,MUKURWEINI,Ichamara,Level 2,30 Ichamara Mkt,0,0,0,0,Operational
17604,Mwengea Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mutomo ,Mutomo,Kibwea,Kawelu,KITUI SOUTH,mutomo,Level 2,,0,0,0,0,Operational
15266,Mwenje Dispensary,Dispensary,Ministry of Health,Rift Valley,Laikipia,Nyahururu,Ngarua,Kinamba,Mwenje,LAIKIPIA WEST,Kinamba,Level 2,,0,0,2,0,Operational
16788,Mwer Dispensary,Dispensary,Ministry of Health,Nyanza,Siaya,Siaya,Uranga,Central Alego,Mwer,ALEGO,Mwer Shopping Centre,Level 2,,0,0,,,Operational
12625,Mweronkaga Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Tigania West,Tigania West,Mweronkanga,Mweronkanga,TIGANIA WEST,Kianjai,Level 2,,0,0,0,0,Operational
16229,Mweru Dispensary (Imenti South),Dispensary,Ministry of Health,Eastern,Meru,Imenti South,Igoji,Mweru,Mweru,SOUTH IMENTI,Kieni Kia Ndege market,Level 2,,0,0,0,0,Operational
10814,Mweru Dispensary (Nyeri South),Dispensary,Ministry of Health,Central,Nyeri,Mukurweini,Mukurweini,Giathugu,Mweru,MUKURWEINI,Mweru,Level 2,,0,0,0,0,Operational
11698,Mwichens Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Coast,Kilifi,Malindi,Malindi,Malindi,Barani,MALINDI,Malindi,Level 2,,0,0,0,0,Not-Operational
16057,Mwichio Amua Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Western,Vihiga,Emuhaya,Luanda,Central Bunyore,Essunza,EMUHAYA,Luanda,Level 2,Private: No. W/Bunyore/Essaba/1799,0,0,2,0,Operational
16396,Mwigito Dispensary,Dispensary,Other Public Institution,Rift Valley,Nakuru,Njoro,Njoro,Mkungugu,Njokerio,MOLO,Njoro,Level 2,Mwingito 37/19,0,0,0,0,Not-Operational
16058,Mwihila Mission Hospital,Other Hospital,Other Faith Based,Western,Kakamega,Khwisero,Khwisero East,Kisa East,Mundoberwa,KHWISERO,Khwisero,Level 3,,0,0,20,1,Operational
17410,Mwikalikha Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Khwisero,Khwisero East,Kisa North,,KHWISERO,Khwisero,Level 2,,0,0,0,0,Operational
16194,Mwina Dispensary,Dispensary,Ministry of Health,Coast,Tana River,Tana Delta,Garsen,Mwina,Mikameni,GARSEN,Garsen Town,Level 2,,0,0,0,0,Operational
16201,Mwina Methodist Dispensary,Dispensary,Other Faith Based,Coast,Tana River,Tana Delta,Garsen,Mwina,Mikameni,GARSEN,Garsen,Level 2,,0,0,0,0,Not-Operational
12626,Mwingi District Hospital,District Hospital,Ministry of Health,Eastern,Kitui,Mwingi Central,Central,Mwingi,Mwingi,MWINGI SOUTH,Mwingi,Level 4,,1,1,98,9,Operational
17055,Mwingi Medicare Centre,Medical Clinic,Private Practice - Clinical Officer,Eastern,Kitui,Mwingi Central,Central,Mwingi,Mwingi,MWINGI SOUTH,Mwingi Town,Level 2,4045 Kanzanzu,0,1,0,0,Operational
12627,Mwingi Nursing Home,Nursing Home,Private Practice - Nurse / Midwife,Eastern,Kitui,Mwingi Central,Central,Mwingi,Mwingi,MWINGI SOUTH,Mwingi,Level 3,,1,1,20,0,Operational
10815,Mwireri Sunrise Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Kieni West,Kieni West,Gatarakwa,Kamatongu,KIENI,Ruirii,Level 2,,0,0,0,0,Operational
18104,Mwisho Wa lami Medical Clinic ,Medical Clinic,Private Practice - Clinical Officer,Rift Valley,Nakuru,Njoro,Mau Narok,Mau Narok,Siapei,MOLO,Mwiso Wa Lami Centre,Level 2,,0,1,0,0,Operational
12628,Mwitika Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mutitu,Mwitika,Kilaa,Mwitika,MUTITO,Mwitika,Level 2,,0,0,0,0,Operational
15267,Mwituria Dispensary,Dispensary,Ministry of Health,Rift Valley,Laikipia,Laikipia Central,Lamuria,Withare,Withare,LAIKIPIA EAST,Nyahururu,Level 2,,0,0,0,0,Operational
12629,Mwonge Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Tharaka Nithi,Meru South,Chuka,Kiang'Ondu,Township,NITHI,Chuka Town,Level 2,,0,0,0,0,Operational
12630,Mwonge Dispensary,Dispensary,Ministry of Health,Eastern,Tharaka Nithi,Meru South,Magumoni,Mwonge,Mwonge,NITHI,Chuka Town/ Karandini Market,Level 2,,0,0,0,0,Operational
13836,Mwongori Dispensary ,Dispensary,Ministry of Health,Nyanza,Nyamira,Borabu,Mekenene,Mekenene,Mwongori,NORTH MUGIRANGO,Mwongori,Level 2,,0,0,1,0,Operational
16617,Myopic Eye Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti North,Miriga Mieru West,,,NORTH IMENTI,Meru,Level 2,B11/71,0,0,0,0,Operational
17893,Mzizima (CDF) Dispensary,Dispensary,Ministry of Health,Coast,Kwale,Msambweni,Msambweni,Pongwe Kidimu,Mzizima,MSAMBWENI,Shimoni,Level 2,,2,2,0,0,Operational
10816,N Y S (National Youth Service) Dispensary Thika,Dispensary,Ministry of Health,Eastern,Machakos,Yatta,Yatta,Ngoliba,Ngoliba,YATTA,,Level 2,,0,0,0,0,Operational
12631,Naari Health Centre,Health Centre,Ministry of Health,Eastern,Meru,Buuri,Buuri,Naari,Gitimene,NORTH IMENTI,Meru,Level 3,409,1,0,7,0,Operational
10817,Naaro Dispensary,Dispensary,Ministry of Health,Central,Murang'a,Kandara,Kandara,Muruka,Naaro,KANDARA,Naaro,Level 2,,0,0,0,0,Operational
15268,Nabkoi Dispensary,Dispensary,Ministry of Health,Rift Valley,Uasin Gishu,Wareng,Kesses,Oleinguse,Oleinguse,ELDORET SOUTH,Eldoret,Level 2,,0,0,0,0,Operational
16059,Nabongo Dispensary,Dispensary,Community,Western,Kakamega,Kakamega Central (Lurambi),Municipality,Bukhungu,Shirere,LURAMBI,Kakamege Town,Level 2,,0,0,0,0,Operational
16478,Nabuganda Dispensary,Dispensary,Ministry of Health,Western,Busia,Samia,Funyula,Bwiri,Hakati,FUNYULA,Nabuganda Village,Level 2,,0,0,0,0,Pending Opening
15269,Nachecheyet Dispensary,Dispensary,Ministry of Health,Rift Valley,West Pokot,West Pokot,Kongelai,Miskwony,Chemkeo,KAPENGURIA,Kapenguria,Level 2,,0,0,0,0,Operational
15270,Nachola Dispensary,Dispensary,Ministry of Health,Rift Valley,Samburu,Samburu North ,Baragoi,Nachola,Nachola,SAMBURU WEST,Nachola,Level 2,,0,0,0,0,Operational
15271,Nachukui Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Rift Valley,Turkana,Turkana North,Lokitaung,Ngissiger,Lowarengak,TURKANA NORTH,Lowarengak,Level 2,,0,0,0,0,Operational
15272,Nacoharg Medical Centre,Medical Clinic,Non-Governmental Organizations,Rift Valley,Nakuru,Naivasha,Naivasha,Hells Gate,Mirera,NAIVASHA,Karagita Shopping Centre,Level 2,,0,0,0,0,Operational
16060,Nadanya Dispensary,Dispensary,Ministry of Health,Western,Vihiga,Sabatia,Chavakali,Idzava,DEMESI,SABATIA,Mbale,Level 2,,0,0,4,0,Operational
15273,Nadapal Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Rift Valley,Turkana,Loima,Turkwel,Nadapal,Nadapal,TURKANA CENTRAL,Lorugum,Level 2,,0,1,0,0,Operational
15274,Nadapal Primary Health Care Programme,Health Programme,Kenya Episcopal Conference-Catholic Secretariat,Rift Valley,Turkana,Turkana Central,Central,Lodwar Town,Napetet,TURKANA CENTRAL,Lodwar,Level 2,,0,0,0,0,Operational
15275,Nadoto Dispensary,Dispensary,Ministry of Health,Rift Valley,Turkana,Turkana Central,Kerio,Kerio,Nadoto,TURKANA CENTRAL,Kerio,Level 2,,0,0,0,0,Operational
18099,Nadung'a Dispensary,Dispensary,Ministry of Health,Rift Valley,Turkana,Turkana North,Kaikor,Nadung'a,Nadung'a,TURKANA NORTH,Kaikor,Level 2,,0,0,0,0,Operational
10818,Nahashon Mwangi Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Nyeri Central,Municipality,Mukaro,Manjego,NYERI TOWN,Nyeri Town,Level 2,,0,0,0,0,Operational
10819,Naidu Hospital,Other Hospital,Private Enterprise (Institution),Central,Kiambu,Thika West,Thika Municipality,Thika,Biashara,JUJA,Thika,Level 4,L.R 26440,1,1,55,55,Operational
15276,Naikara Dispensary,Dispensary,Other Faith Based,Rift Valley,Narok,Narok South,Mara,Naikara ,Naikara ,NAROK SOUTH,Narok,Level 2,,0,0,0,0,Operational
17383,Naikuriu Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Igembe North,Mutuati,Mutuati,Buathine,NTONYIRI,Mutuati Market,Level 2,,3,3,0,0,Pending Opening
13107,Naioth Medical Clinic,Dispensary,Private Enterprise (Institution),Nairobi,Nairobi,Starehe,Central,Central Business District,,STAREHE,Nairobi,Level 2,,0,0,0,0,Operational
15277,Nairagie-Enkare Health Centre,Health Centre,Ministry of Health,Rift Valley,Narok,Narok North,Mau,Keekonyokie,Nairagie Enkare,NAROK NORTH,Narok ,Level 3,,1,1,6,0,Operational
15278,Nairasirasa Dispensary,Dispensary,Other Faith Based,Rift Valley,Narok,Narok North,Central,Upper Melili,Narok Town,NAROK NORTH,Narok ,Level 2,,0,0,3,1,Operational
17280,Nairimirimo Dispensary,Dispensary,Ministry of Health,Rift Valley,Samburu,Samburu East ,Wamba,Nairimirimo,Raraiti,SAMBURU WEST,Nairimirimo Village,Level 2,,2,2,0,0,Not-Operational
13108,Nairobi Deaf (Liverpool),VCT Centre (Stand-Alone),Non-Governmental Organizations,Nairobi,Nairobi,Starehe,Central,Central Business District,,STAREHE,Nairobi,Level 2,,0,0,0,0,Operational
18394,Nairobi EARC St Anne Medical Clinic,Medical Clinic,Academic (if registered),Nairobi,Nairobi,Makadara,Makadara,Makadara,Hamsa,MAKADARA,Uhuru market,Level 2,,0,0,0,0,Operational
17619,Nairobi Homes Clinic,Medical Clinic,Private Practice - Clinical Officer,Coast,Mombasa,Kisauni,Kisauni,Bamburi,Mwembelegeza,KISAUNI,Bamburi Mtamboni,Level 2,XX1/30,0,1,0,0,Operational
13110,Nairobi Hospital,Other Hospital,Private Enterprise (Institution),Nairobi,Nairobi,Westlands,Westlands,Kilimani,,WESTLANDS,Hurlingham,Level 5,,1,1,350,100,Operational
13111,Nairobi Outpatient Centre,Medical Clinic,Private Enterprise (Institution),Nairobi,Nairobi,Starehe,Central,Central Business District,,STAREHE,Nairobi,Level 2,,1,1,0,0,Operational
12632,Nairobi Pathologist Clinic,Medical Clinic,Private Practice - Clinical Officer,Eastern,Makueni,Kibwezi,Makindu,Makindu,Manyata,KIBWEZI,Makindu,Level 2,,0,1,0,0,Operational
13161,Nairobi Remand  Prison Health Centre,Dispensary,Other Public Institution,Nairobi,Nairobi,Makadara,Viwandani,Viwandani,Landmawe,MAKADARA,Nairobi Remand Prison,Level 2,,0,0,0,0,Operational
13113,Nairobi South Clinic,Medical Clinic,Local Authority,Nairobi,Nairobi,Makadara,Makadara,Mukuru,Mukuru Nyayo,MAKADARA,South B Shopping Centre,Level 2,,0,0,0,0,Operational
13112,Nairobi South Medical Center,Nursing Home,Private Enterprise (Institution),Nairobi,Nairobi,Langata,Lang'ata,Nairobi West,South C,LANG'ATA,South C shopping center,Level 3,209/5131,1,1,23,0,Operational
13114,Nairobi West Chidren clinic,Medical Clinic,Private Enterprise (Institution),Nairobi,Nairobi,Langata,Lang'ata,Nairobi West,Nairobi west,LANG'ATA,Nairobi West shopping center,Level 2,209/9071/121,0,1,0,0,Operational
13115,Nairobi West Hospital,Other Hospital,Private Enterprise (Institution),Nairobi,Nairobi,Langata,Lang'ata,Nairobi West,Nairobi West,LANG'ATA,Nairobi West shopping center,Level 4,37/242/2,1,1,110,0,Operational
13116,Nairobi West Men's Prison Dispensary,Dispensary,Ministry of Health,Nairobi,Nairobi,Langata,Lang'ata,Mugumoini,Mugumoini,LANG'ATA,Wilson Airport,Level 2,,0,0,0,0,Operational
18195,Nairobi Women Hospital Ongata Rongai,Other Hospital,Private Practice - General Practitioner,Rift Valley,Kajiado,Kajiado North,Ongata Rongai,Ngaimurunya,Ngaimurunya,KAJIADO NORTH,Ongata Rongai,Level 4,,1,1,77,20,Operational
